"Position","Player Name","Team Name","Nationality","Height","Weight","Age","Condition","Overall Rating"
"CMF","D. MILOC","PATRONATO","ARGENTINA",179,77,30,"C",69
"AMF","P. BECKER","ALDOSIVI","ARGENTINA",176,64,27,"C",69
"LB","O. BEN HARUSH","Free Agents","ISRAEL",185,80,30,"C",69
"DMF","CLAUDE GONÇALVES","GIL VICENTE","PORTUGAL",174,68,26,"D",69
"CB","BORJA LÓPEZ","GIJÓN RB","SPAIN",191,85,26,"C",69
"CB","C. HOUNTONDJI","CLERMONT","BENIN",195,81,26,"C",69
"CF","C. LONG","MOTHERWELL","ENGLAND",180,72,25,"D",69
"GK","S. MOORE","SHEFFIELD RB","ENGLAND",191,83,30,"C",69
"DMF","ERIK MORÁN","PONFERRADA AB","SPAIN",187,74,29,"C",69
"CB","S. SILVA","COBRESAL","CHILE",177,73,29,"B",69
"LB","D. ZÚÑIGA","EVERTON","CHILE",170,64,24,"C",69
"RB","C. RODRÍGUEZ","EVERTON","CHILE",169,62,25,"C",69
"DMF","M. BALLINI","SANTA FE","ARGENTINA",173,78,32,"C",69
"CF","JONATAS BELUSSO","JUVENTUDE","BRAZIL",176,75,32,"C",69
"DMF","FABRICIO BAIANO","RIZESPOR","BRAZIL",177,75,28,"C",69
"AMF","I. POBLETE","HUACHIPATO","CHILE",171,85,25,"D",69
"RWF","MARCO SANGALLI","OVIEDO A","SPAIN",179,66,28,"C",69
"CB","D. OYARZÚN","HUACHIPATO","CHILE",187,75,27,"C",69
"RB","CLÁUDIO WINCK","MARÍTIMO","BRAZIL",184,78,26,"C",69
"DMF","MARCELO","GUARANI","BRAZIL",181,79,26,"C",69
"AMF","C. ESPINOSA","CURICÓ UNIDO","CHILE",172,70,38,"C",69
"LWF","J. FLORES","DEPORTES ANTOFAGASTA","CHILE",167,60,23,"C",69
"GK","AARÓN ESCANDELL","GRANADA RB","SPAIN",185,72,25,"C",69
"RWF","W. GUISAO","JAGUARES DE CÓRDOBA","COLOMBIA",172,73,27,"C",69
"CB","D. PERALTA","CÚCUTA DEPORTIVO","COLOMBIA",188,86,35,"C",69
"RB","V. GIRALDO","BOYACÁ CHICÓ","COLOMBIA",177,74,35,"C",69
"LWF","C. MARTÍNEZ","HUACHIPATO","PARAGUAY",170,70,27,"C",69
"CMF","G. BARRETO","UNIVERSITARIO","PERU",177,69,25,"C",69
"AMF","G. CORTÉZ","BOTAFOGO","ECUADOR",179,70,25,"C",69
"CF","B. ROCHEZ","MADEIRA BP","HONDURAS",183,91,25,"C",69
"CMF","B. HENDRIKSSON","Free Agents","FAROE ISLANDS",174,70,25,"C",69
"DMF","A. LUCI","LIVORNO","ITALY",172,68,35,"C",69
"CB","M. CAHAIS","O'HIGGINS","ARGENTINA",185,80,33,"C",69
"LMF","S. LANGIL","RATCHABURI MITRPHOL","FRANCE",178,67,32,"E",69
"DMF","C. DIANDY","SPORTING CHARLEROI","SENEGAL",186,77,30,"C",69
"LMF","J. FERNÁNDEZ","CENTRAL CÓRDOBA SDE","ARGENTINA",168,67,33,"C",69
"GK","N. MARSMAN","FEYENOORD","NETHERLANDS",188,88,30,"C",69
"CB","L. CASANOVA","UNIVERSIDAD DE CHILE","CHILE",182,80,28,"C",69
"CF","A. VILCHES","UNIÓN LA CALERA","CHILE",182,80,28,"C",69
"CB","A. COEFF","AUXERRE","FRANCE",186,74,28,"B",69
"CMF","EDU RAMOS","CÁDIZ AA","SPAIN",176,77,28,"C",69
"LB","C. MOLINARO","VENEZIA","ITALY",182,82,37,"C",69
"LB","M. BEJARANO","Free Agents","BOLIVIA",172,70,32,"C",69
"LB","ZHENG ZHENG","SHANDONG LUNENG TAISHAN","CHINA",183,75,31,"B",69
"RB","ZHANG CHENGDONG","HEBEI CHINA FORTUNE","CHINA",188,86,31,"C",69
"RMF","JIN JINGDAO","SHANDONG LUNENG TAISHAN","CHINA",170,64,28,"B",69
"DMF","C. AYALA","DEPORTIVO PASTO","COLOMBIA",179,74,34,"C",69
"RB","A. SALAZAR","ALIANZA LIMA","PERU",179,70,26,"C",69
"GK","G. GURUCEAGA","PALESTINO","URUGUAY",189,88,25,"C",69
"AMF","P. LAVANDEIRA","AUDAX ITALIANO","URUGUAY",173,70,30,"C",69
"CF","R. ROJAS","ATLÉTICO BUCARAMANGA","VENEZUELA",179,69,28,"C",69
"RWF","IRIOME","LUGO RB","SPAIN",185,79,33,"C",69
"CMF","CARLOS PITA","LUGO RB","SPAIN",185,84,36,"C",69
"CB","M. CREMONESI","VENEZIA","ITALY",183,78,32,"C",69
"CMF","ÁLVARO PEÑA","ALBACETE BN","SPAIN",178,70,29,"C",69
"CMF","E. ISRAFILOV","ALBACETE BN","AZERBAIJAN",191,84,28,"C",69
"DMF","A. PAOLUCCI","VIRTUS ENTELLA","ITALY",176,73,34,"C",69
"DMF","ALBERTO ESCASSI","MÁLAGA AB","SPAIN",185,78,31,"B",69
"GK","A. IACOBUCCI","FROSINONE","ITALY",187,82,29,"C",69
"LWF","FÁBIO NUNES","FARENSE","PORTUGAL",176,69,28,"C",69
"LB","P. CECCARONI","VENEZIA","ITALY",187,76,25,"C",69
"CMF","M. CRIMI","VIRTUS ENTELLA","ITALY",179,66,30,"C",69
"LMF","L. NOMENJANAHARY","PARIS","MADAGASCAR",177,77,34,"C",69
"CB","C. HERNÁNDEZ","OVIEDO A","SPAIN",185,80,30,"C",69
"LWF","CARLOS EMBALO","KAS EUPEN","GUINEA-BISSAU",175,72,26,"C",69
"DMF","VICENTE GÓMEZ","LA CORUÑA AB","SPAIN",187,76,32,"C",69
"RB","MIKEL IRIBAS","FUENLABRADA A","SPAIN",184,79,32,"B",69
"CF","A. RODRIGUEZ","VIRTUS ENTELLA","SPAIN",180,79,29,"C",69
"DMF","JAVI CASTELLANO","LAS PALMAS AA","SPAIN",182,74,33,"C",69
"DMF","S. PASA","PORDENONE","ITALY",184,85,26,"C",69
"DMF","M. PEREZ","RC LENS","FRANCE",180,74,29,"C",69
"CB","ALBERTO JIMÉNEZ","TENERIFE AB","SPAIN",186,78,28,"C",69
"CMF","AITOR SANZ","TENERIFE AB","SPAIN",181,71,36,"B",69
"RMF","A. N'DIAYE","AJACCIO","FRANCE",179,67,29,"C",69
"RWF","KETKEOPHOMPHONE","DUNKERQUE","FRANCE",180,73,30,"C",69
"DMF","K. AZAMOUM","ALBACETE BN","FRANCE",178,76,30,"C",69
"RMF","M. BARRETO","AJACCIO","FRANCE",175,68,29,"C",69
"AMF","F. MARTIN","PARIS","FRANCE",179,79,30,"B",69
"CB","FRAN VÉLEZ","PANATHINAIKOS","SPAIN",182,79,29,"C",69
"LB","M. LOWE","SHEFFIELD RB","ENGLAND",175,74,23,"C",69
"LWF","ALAIN OYARZUN","NUMANCIA R","SPAIN",183,73,27,"C",69
"DMF","D. PETRUCCI","ASCOLI","ITALY",188,88,29,"C",69
"DMF","A. CLAYTON","BIRMINGHAM B","ENGLAND",175,75,31,"C",69
"CB","M. WALLACE","MILLWALL BW","SCOTLAND",188,75,27,"C",69
"AMF","A. SHINNIE","LUTON WO","SCOTLAND",180,70,31,"C",69
"LB","A. BELL","BLACKBURN BW","ENGLAND",180,76,26,"C",69
"CMF","J. LOPY","SOCHAUX","SENEGAL",181,68,28,"C",69
"RB","J. HERGAULT","LORIENT","FRANCE",185,80,34,"C",69
"LWF","O. CISSOKHO","NANCY","SENEGAL",177,68,33,"D",69
"DMF","R. BOATENG","ALCORCÓN AA","GHANA",180,66,28,"D",69
"CB","PAULO RICARDO","FIGUEIRENSE","BRAZIL",186,80,26,"C",69
"CF","DIEGO CARDOSO","BOTAFOGO SP","BRAZIL",177,70,26,"C",69
"CB","K. PEDERSEN","AAB","DENMARK",185,75,27,"C",69
"DMF","FILIPE MELO","FARENSE","PORTUGAL",189,82,31,"C",69
"CB","J. RIVIEREZ","CAEN","FRANCE",182,82,31,"C",69
"CB","BORJA GRANERO","EXTREMADURA AR","SPAIN",189,75,30,"C",69
"RB","P. GIBAUD","LE HAVRE","FRANCE",184,69,32,"B",69
"DMF","MARIO ORTIZ","SANTANDER VB","SPAIN",178,64,31,"C",69
"LWF","C. VILLAGRA","SPORT BOYS","ARGENTINA",167,66,24,"C",69
"GK","DANI BARRIO","MÁLAGA AB","SPAIN",190,78,33,"B",69
"AMF","A. AJAGUN","KORTRIJK","NIGERIA",168,66,27,"C",69
"LB","J. MOMBRIS","GRENOBLE FOOT 38","MADAGASCAR",178,68,33,"C",69
"CB","LUCIANO CASTAN","CSA","BRAZIL",187,80,31,"C",69
"GK","C. DAWSON","SHEFFIELD BW","ENGLAND",182,69,25,"D",69
"DMF","JEFFERSON","GAZIANTEP FK","BRAZIL",181,80,26,"C",69
"CF","MANU BARREIRO","LUGO RB","SPAIN",193,81,34,"C",69
"GK","M. RODRÍGUEZ","VITÓRIA","URUGUAY",191,84,31,"C",69
"GK","S. RIVADENEYRA","ALIANZA LIMA","PERU",189,86,26,"C",69
"LB","A. TORRALVO","LA EQUIDAD","COLOMBIA",179,73,26,"D",69
"CMF","ÍÑIGO EGUARAS","ZARAGOZA BA","SPAIN",181,77,28,"C",69
"CF","H. CORNICK","LUTON WO","ENGLAND",180,84,25,"C",69
"CMF","I. CHOCHEV","Free Agents","BULGARIA",189,80,27,"C",69
"CF","M. ASENJO","BANFIELD","ARGENTINA",187,87,26,"C",69
"CF","DONG XUESHENG","HEBEI CHINA FORTUNE","CHINA",186,82,31,"C",69
"DMF","CAI HUIKANG","SHANGHAI SIPG","CHINA",183,82,31,"D",69
"CB","M. SOMMA","LA CORUÑA AB","ITALY",182,77,25,"C",69
"GK","J. FABRI","CHÂTEAUROUX","FRANCE",184,80,26,"C",69
"LB","E. MOSQUERA","ONCE CALDAS","COLOMBIA",183,63,29,"C",69
"RWF","EDGAR COSTA","MARÍTIMO","PORTUGAL",177,78,33,"C",69
"GK","J. WILDSMITH","SHEFFIELD BW","ENGLAND",183,77,25,"C",69
"AMF","R. BRESSAN","PARANÁ","BELARUS",182,75,32,"B",69
"RWF","HUGO SECO","FARENSE","PORTUGAL",178,72,32,"C",69
"LB","T. BLACKETT","NOTTINGHAM RW","ENGLAND",186,87,26,"E",69
"RB","T. CASASOLA","SALERNITANA","ARGENTINA",188,80,25,"B",69
"AMF","MAIKEL MESA","LAS PALMAS AA","SPAIN",188,79,29,"D",69
"CB","RUI CORREIA","MADEIRA BP","PORTUGAL",188,78,30,"C",69
"RB","DAVID SIMÓN","LA CORUÑA AB","SPAIN",179,76,32,"C",69
"CB","E. VELÁZQUEZ","VALLECAS BR","URUGUAY",184,78,26,"C",69
"CMF","M. PINATO","CREMONESE","ITALY",175,66,25,"D",69
"RWF","J. DOMPÉ","ZULTE-WAREGEM","FRANCE",170,66,25,"B",69
"CMF","RAÚL GUTI","ZARAGOZA BA","SPAIN",177,74,24,"C",69
"LB","M. FOX","STOKE RW","WALES",185,78,27,"C",69
"CF","P. ŠKULETIC","MONTPELLIER","SERBIA",192,89,30,"C",69
"CF","I. ŠAPONJIC","MADRID ROSAS RB","SERBIA",190,86,23,"C",69
"LWF","D. HENEN","SPORTING CHARLEROI","BELGIUM",185,80,24,"C",69
"CB","N. GOROSITO","ALBACETE BN","ARGENTINA",185,79,32,"C",69
"CF","S. BALDOCK","READING BW","ENGLAND",170,67,31,"C",69
"CF","F. BONAZZOLI","SAMPDORIA","ITALY",182,79,23,"C",69
"DMF","E. YABLONSKIY","Free Agents","BELARUS",182,73,25,"C",69
"DMF","S. MARREH","GENT","GAMBIA",184,73,24,"C",69
"GK","R. RAMÍREZ","GODOY CRUZ","ARGENTINA",188,73,24,"C",69
"CF","ABDÓN PRATS","MALLORCA RN","SPAIN",181,79,28,"C",69
"RWF","Q. CORNETTE","LE HAVRE","FRANCE",172,75,26,"C",69
"LWF","KIKE BARJA","PAMPLONA RA","SPAIN",178,69,23,"C",69
"AMF","V. JACOB","NIORT","FRANCE",171,67,26,"C",69
"LB","S. D'ELIA","FROSINONE","ITALY",183,76,31,"C",69
"RWF","JUDIVAN","CRUZEIRO","BRAZIL",177,80,25,"C",69
"LB","ALAN RUSCHEL","CHAPECOENSE","BRAZIL",174,73,31,"B",69
"CF","AYLON","CHAPECOENSE","BRAZIL",180,70,28,"C",69
"CB","G. LLORIS","AUXERRE","FRANCE",191,83,25,"C",69
"AMF","K. DOWELL","NORWICH YG","ENGLAND",175,70,23,"C",69
"LWF","Q. MENIG","TWENTE","NETHERLANDS",174,66,25,"D",69
"LWF","J. KAYEMBE","SPORTING CHARLEROI","BELGIUM",180,73,26,"C",69
"CF","J. ARIAS","VVV","CURAÇAO",187,80,25,"C",69
"GK","I. POMAZUN","URAL","RUSSIA",190,84,24,"C",69
"CF","R. SHEIDAEV","Free Agents","AZERBAIJAN",187,77,24,"C",69
"RB","T. KANE","QUEEN'S PARK BW","ENGLAND",180,70,27,"C",69
"DMF","AMR AL SULAYA","Free Agents","EGYPT",185,78,31,"C",69
"LB","JIANG ZHIPENG","HEBEI CHINA FORTUNE","CHINA",178,67,31,"C",69
"AMF","I. KOVÁCS","Free Agents","HUNGARY",171,66,28,"C",69
"LB","T. TAWATHA","Free Agents","ISRAEL",176,81,28,"C",69
"CF","F. CASTRO","CURICÓ UNIDO","ARGENTINA",180,70,28,"C",69
"GK","F. ALTAMIRANO","BANFIELD","ARGENTINA",186,78,24,"C",69
"GK","M. VARGAS","UNIÓN LA CALERA","CHILE",183,81,24,"C",69
"CMF","C. LOBOS","EVERTON","CHILE",173,70,23,"D",69
"RB","B. TORREALBA","O'HIGGINS","CHILE",178,75,23,"C",69
"RWF","F. HORMAZABAL","DEPORTES LA SERENA","CHILE",172,71,24,"C",69
"LB","LI LEI","BEIJING GUOAN","CHINA",183,66,28,"C",69
"GK","DONG CHUNYU","WUHAN ZALL","CHINA",186,77,29,"C",69
"RB","TANG MIAO","GUANGZHOU R&F","CHINA",177,74,30,"C",69
"GK","LIU DIANZUO","GUANGZHOU EVERGRANDE","CHINA",188,82,30,"B",69
"CMF","S. MIRZAYEV","SCG MUANGTHONG UNITED","UZBEKISTAN",178,70,29,"C",69
"RB","F. BARRANDEGUY","BOTAFOGO","URUGUAY",176,69,24,"C",69
"GK","F. FIELDING","MILLWALL BW","ENGLAND",185,76,32,"C",69
"LB","G. CUNNINGHAM","CARDIFF B","IRELAND",183,73,29,"C",69
"LMF","A. KANTÉ","FUENLABRADA A","FRANCE",184,80,26,"C",69
"CF","C. SANTOS","LA CORUÑA AB","VENEZUELA",184,79,32,"C",69
"GK","PEDRO TRIGUEIRA","TONDELA","PORTUGAL",192,79,32,"C",69
"CF","LÉO GAMALHO","CRB","BRAZIL",187,86,34,"B",69
"CB","K. MCFADZEAN","COVENTRY B","ENGLAND",185,85,33,"B",69
"AMF","TOMAS BASTOS","OPERÁRIO PR","BRAZIL",175,78,28,"C",69
"RB","C. ARCUS","AUXERRE","HAITI",176,73,24,"B",69
"CMF","J. SMEETS","FORTUNA SITTARD","NETHERLANDS",174,68,25,"C",69
"CB","FALI JIMÉNEZ","CÁDIZ AA","SPAIN",186,84,27,"C",69
"RMF","JOSÁN FERNÁNDEZ","ELCHE BV","SPAIN",175,68,31,"E",69
"GK","EDSON MARDDEN","CRB","BRAZIL",192,89,29,"A",69
"CF","J. BÖÐVARSSON","MILLWALL BW","ICELAND",190,85,28,"C",69
"GK","BRUNO GRASSI","CSA","BRAZIL",192,87,33,"C",69
"RWF","R. VARGA","Free Agents","HUNGARY",182,79,30,"C",69
"AMF","THOMAZ","OPERÁRIO PR","BRAZIL",177,74,34,"C",69
"LB","SALVA RUIZ","LA CORUÑA AB","SPAIN",176,70,25,"C",69
"RWF","A. KORYAN","KHIMKI","RUSSIA",169,61,25,"C",69
"DMF","L. DONNELLY","MOTHERWELL","NORTHERN IRELAND",179,71,24,"C",69
"LB","BRIAN OLIVÁN","MALLORCA RN","SPAIN",177,73,26,"B",69
"LB","MICA PINTO","SPARTA ROTTERDAM","PORTUGAL",176,70,27,"E",69
"GK","MIGUEL OLIVEIRA","MOREIRENSE","PORTUGAL",196,98,26,"C",69
"RMF","E. ARANGO","ATLÉTICO NACIONAL","COLOMBIA",173,79,26,"C",69
"LWF","L. HARASLÍN","SASSUOLO","SLOVAKIA",182,75,24,"C",69
"CF","C. BEDIA","SOCHAUX","CÔTE D'IVOIRE",190,80,24,"D",69
"AMF","M. LANZINI","WEST HAM RB","ARGENTINA",167,59,27,"C",80
"CF","C. BAKAMBU","BEIJING GUOAN","CONGO DR",182,74,29,"B",80
"AMF","G. RAMÍREZ","SAMPDORIA","URUGUAY",183,78,30,"D",80
"DMF","DANILO PEREIRA","PORTO","PORTUGAL",188,83,29,"C",80
"DMF","LUIZ GUSTAVO","FENERBAHÇE","BRAZIL",187,78,33,"C",80
"RB","M. DOHERTY","TOTTENHAM WB","IRELAND",186,89,28,"C",80
"LMF","S. LULIC","LAZIO","BOSNIA AND HERZEGOVINA",183,78,34,"C",80
"LB","R. RODRÍGUEZ","TORINO","SWITZERLAND",180,77,28,"C",80
"CB","D. VIDA","BESIKTAS","CROATIA",184,76,31,"E",80
"RB","DANILO","JUVENTUS","BRAZIL",184,73,29,"B",80
"CF","E. ZAHAVI","PSV","ISRAEL",182,71,33,"C",80
"GK","C. TATARUSANU","MILANO RN","ROMANIA",196,86,34,"C",80
"CF","A. DELORT","MONTPELLIER","ALGERIA",181,83,29,"B",80
"CF","M. NIANG","RENNES","SENEGAL",188,83,26,"C",80
"CB","ÁLVARO GONZÁLEZ","OLYMPIQUE MARSEILLE","SPAIN",183,75,30,"B",80
"CB","W. BOLY","WOLVERHAMPTON YB","FRANCE",195,90,29,"E",80
"CB","S. MUSTAFI","ARSENAL","GERMANY",185,83,28,"C",80
"CMF","R. BARKLEY","CHELSEA B","ENGLAND",189,76,27,"C",80
"CB","M. NASTASIC","SCHALKE 04","SERBIA",188,83,27,"C",80
"RWF","K. BELLARABI","BAYER LEVERKUSEN","GERMANY",184,80,30,"B",80
"CB","A. SOUMAORO","LILLE","FRANCE",186,75,28,"C",80
"RWF","SUSO","SEVILLA NERVIÓN BR","SPAIN",176,70,27,"C",80
"CB","L. LÓPEZ","BOCA JUNIORS","ARGENTINA",193,80,31,"C",80
"CB","G. GÓMEZ","Free Agents","PARAGUAY",185,85,27,"C",80
"CF","WILLIAN JOSÉ","VASCO GIPUZKOA AB","BRAZIL",189,93,29,"C",80
"CB","A. MANDI","SEVILLA TRIANA VB","ALGERIA",184,78,29,"C",80
"GK","TIAGO VOLPI","SÃO PAULO","BRAZIL",187,83,30,"D",80
"LB","DOUGLAS SANTOS","ZENIT","BRAZIL",175,69,26,"C",80
"LB","L. SHAW","MANCHESTER UNITED","ENGLAND",185,81,25,"C",80
"CB","RAFAEL TOLÓI","ATALANTA","BRAZIL",185,75,30,"C",80
"LB","S. KOLAŠINAC","ARSENAL","BOSNIA AND HERZEGOVINA",183,86,27,"C",80
"CB","J. EGAN","SHEFFIELD RB","IRELAND",185,75,28,"C",80
"CMF","A. DOUCOURÉ","EVERTON B","FRANCE",184,75,27,"C",80
"LB","M. CASCO","RIVER PLATE","ARGENTINA",170,69,32,"C",80
"CF","I. SLIMANI","LEICESTER B","ALGERIA",188,83,32,"C",80
"LB","L. KURZAWA","PSG","FRANCE",182,74,28,"C",80
"CMF","MANU TRIGUEROS","VILLARREAL A","SPAIN",178,75,29,"D",80
"GK","M. RYAN","BRIGHTON WB","AUSTRALIA",184,82,28,"E",80
"GK","SANTOS","ATHLETICO PARANAENSE","BRAZIL",188,79,30,"A",80
"DMF","THIAGO MENDES","OLYMPIQUE LYONNAIS","BRAZIL",177,80,28,"C",80
"CF","MORALES","LEVANTE RA","SPAIN",180,70,33,"B",80
"CMF","L. DENDONCKER","WOLVERHAMPTON YB","BELGIUM",188,76,25,"C",80
"CF","F. CAICEDO","LAZIO","ECUADOR",183,82,32,"C",80
"CF","J. KING","BOURNEMOUTH RB","NORWAY",180,74,28,"C",80
"LWF","K. BALDÉ","MONACO","SENEGAL",184,77,25,"C",80
"CB","LLORENTE","VASCO GIPUZKOA AB","SPAIN",186,75,27,"C",80
"CMF","M. PAŠALIC","ATALANTA","CROATIA",188,82,25,"C",80
"CB","IVÁN MARCANO","PORTO","SPAIN",189,77,33,"C",80
"CB","T. MINGS","ASTON RB","ENGLAND",196,77,27,"C",80
"RMF","AYOZE PÉREZ","LEICESTER B","SPAIN",179,66,27,"C",80
"RMF","H. HATEBOER","ATALANTA","NETHERLANDS",185,72,26,"B",80
"GK","T. HEATON","ASTON RB","ENGLAND",188,85,34,"C",80
"GK","R. OLSEN","ROMA","SWEDEN",196,86,30,"C",80
"CF","B. EMBOLO","Free Agents","SWITZERLAND",185,84,23,"C",80
"CB","S. GIGOT","SPARTAK MOSKVA","FRANCE",187,83,27,"B",80
"RWF","SAMU CASTILLEJO","MILANO RN","SPAIN",182,67,25,"C",80
"CF","K. TOKO EKAMBI","OLYMPIQUE LYONNAIS","CAMEROON",185,74,28,"C",80
"CF","P. SCHICK","BAYER LEVERKUSEN","CZECH REPUBLIC",186,73,24,"C",80
"CB","D. RUGANI","JUVENTUS","ITALY",190,84,26,"C",80
"GK","P. GOLLINI","ATALANTA","ITALY",194,94,25,"C",80
"DMF","OMAR MASCARELL","SCHALKE 04","SPAIN",181,75,27,"C",80
"RWF","LUCAS VÁZQUEZ","MADRID CHAMARTIN B","SPAIN",173,70,29,"C",80
"CMF","JOAN JORDÁN","SEVILLA NERVIÓN BR","SPAIN",184,74,26,"D",80
"GK","N. POPE","BURNLEY RB","ENGLAND",191,76,28,"D",80
"RB","L. DUBOIS","OLYMPIQUE LYONNAIS","FRANCE",178,64,26,"A",80
"CF","R. BORRÉ","RIVER PLATE","COLOMBIA",175,71,25,"C",80
"CB","E. BAILLY","MANCHESTER UNITED","CÔTE D'IVOIRE",187,77,26,"C",80
"CMF","M. OZDOEV","ZENIT","RUSSIA",184,78,28,"B",80
"CF","Y. POULSEN","Free Agents","DENMARK",193,78,26,"C",80
"DMF","J. HECTOR","Free Agents","GERMANY",185,75,30,"C",80
"CB","G. MANCINI","ROMA","ITALY",190,77,24,"D",80
"GK","M. SELS","STRASBOURG","BELGIUM",188,75,28,"C",80
"RWF","V. TSYGANKOV","DYNAMO KYIV","UKRAINE",177,69,23,"A",80
"CB","YERAY","BILBAO BR","SPAIN",182,78,25,"C",80
"SS","M. MAREGA","PORTO","MALI",186,83,29,"A",80
"LWF","J. BOGA","SASSUOLO","CÔTE D'IVOIRE",174,72,23,"C",80
"DMF","H. WINKS","TOTTENHAM WB","ENGLAND",178,74,24,"C",80
"CMF","F. KESSIÉ","MILANO RN","CÔTE D'IVOIRE",183,83,24,"A",80
"LWF","DIOGO JOTA","LIVERPOOL R","PORTUGAL",178,70,24,"C",80
"DMF","ZAMBO ANGUISSA","FULHAM W","CAMEROON",184,78,25,"C",80
"CF","ANDRÉ SILVA","Free Agents","PORTUGAL",184,84,25,"C",80
"CMF","RENATO SANCHES","LILLE","PORTUGAL",176,70,23,"C",80
"CMF","E. PALACIOS","BAYER LEVERKUSEN","ARGENTINA",177,70,22,"C",80
"CB","I. DIOP","WEST HAM RB","FRANCE",194,92,23,"C",80
"GK","A. LAFONT","NANTES","FRANCE",193,82,21,"D",80
"CB","J. KOUNDÉ","SEVILLA NERVIÓN BR","FRANCE",178,70,22,"C",80
"GK","O. VLACHODIMOS","BENFICA","GREECE",188,77,26,"B",80
"CF","A. MORELOS","RANGERS","COLOMBIA",177,79,24,"C",80
"RWF","R. ORSOLINI","BOLOGNA","ITALY",183,73,23,"C",80
"AMF","LUCAS PAQUETÁ","MILANO RN","BRAZIL",180,72,23,"C",80
"RMF","M. LAZZARI","LAZIO","ITALY",174,67,27,"B",80
"LB","K. TIERNEY","ARSENAL","SCOTLAND",178,70,23,"C",80
"CMF","J. MCGINN","ASTON RB","SCOTLAND",175,68,26,"C",80
"LB","REGUILÓN","TOTTENHAM WB","SPAIN",178,68,24,"C",80
"RB","ODRIOZOLA","MADRID CHAMARTIN B","SPAIN",176,66,25,"C",80
"DMF","J. WEIGL","BENFICA","GERMANY",186,72,25,"C",80
"LB","O. ZINCHENKO","MANCHESTER B","UKRAINE",175,64,24,"C",80
"GK","E. MENDY","RENNES","SENEGAL",197,86,28,"C",80
"GK","D. LIVAKOVIC","DINAMO ZAGREB","CROATIA",187,79,25,"C",80
"AMF","J. IKONÉ","LILLE","FRANCE",175,73,22,"C",80
"CMF","M. GUENDOUZI","ARSENAL","FRANCE",184,80,21,"C",80
"CB","B. KAMARA","OLYMPIQUE MARSEILLE","FRANCE",184,68,21,"C",80
"CMF","J. FLECK","SHEFFIELD RB","SCOTLAND",172,72,29,"C",80
"LMF","V. CLAESSON","KRASNODAR","SWEDEN",183,79,28,"C",80
"RWF","C. ÜNDER","LEICESTER B","TURKEY",173,66,23,"C",80
"CMF","S. MCTOMINAY","MANCHESTER UNITED","SCOTLAND",193,88,24,"C",80
"CMF","K. LAIMER","Free Agents","AUSTRIA",180,72,23,"C",80
"AMF","N. DE LA CRUZ","RIVER PLATE","URUGUAY",167,65,23,"C",80
"LB","JUNIOR FIRPO","FC BARCELONA","SPAIN",184,78,24,"C",80
"CB","A. MARTYNOVICH","KRASNODAR","BELARUS",192,83,33,"B",80
"CB","D. CALETA-CAR","OLYMPIQUE MARSEILLE","CROATIA",192,89,24,"B",80
"CF","K. PIATEK","Free Agents","POLAND",183,77,25,"C",80
"CF","B. GOMIS","AL HILAL","FRANCE",184,77,35,"C",80
"CMF","RENATO AUGUSTO","BEIJING FC","BRAZIL",186,86,32,"C",80
"CF","C. BAKAMBU","BEIJING FC","CONGO DR",182,74,29,"C",80
"GK","A. MIRANTE","ROMA","ITALY",193,79,37,"D",79
"CB","J. PINOLA","RIVER PLATE","ARGENTINA",180,79,37,"C",79
"GK","I. AKINFEEV","CSKA MOSKVA","RUSSIA",186,82,34,"C",79
"CB","DANTE","NICE","BRAZIL",188,89,37,"B",79
"RB","M. DEBUCHY","SAINT-ÉTIENNE","FRANCE",177,76,35,"C",79
"CMF","FÀBREGAS","MONACO","SPAIN",180,77,33,"C",79
"GK","A. CONSIGLI","SASSUOLO","ITALY",189,82,33,"C",79
"RB","H. SAKAI","OLYMPIQUE MARSEILLE","JAPAN",183,70,30,"C",79
"LWF","S. NAKAJIMA","PORTO","JAPAN",164,64,26,"C",79
"CF","LLORENTE","NAPOLI","SPAIN",193,90,35,"C",79
"CF","L. LÓPEZ","RACING CLUB","ARGENTINA",174,74,37,"C",79
"GK","B. FOSTER","WATFORD BY","ENGLAND",193,90,37,"C",79
"CB","MIRANDA","JIANGSU SUNING","BRAZIL",186,78,36,"C",79
"CMF","L. SCHÖNE","GENOA","DENMARK",178,78,34,"C",79
"GK","A. PYATOV","SHAKHTAR DONETSK","UKRAINE",190,87,36,"B",79
"AMF","M. VALBUENA","OLYMPIAKOS PIRAEUS","FRANCE",167,58,36,"B",79
"RB","D. D'AMBROSIO","LOMBARDIA NA","ITALY",180,75,32,"C",79
"CMF","A. TAARABT","BENFICA","MOROCCO",185,77,31,"C",79
"CB","A. GRANQVIST","Free Agents","SWEDEN",192,84,35,"C",79
"CB","B. IVANOVIC","WEST BROMWICH WB","SERBIA",185,91,36,"C",79
"RB","FÁGNER","CORINTHIANS","BRAZIL",168,67,31,"C",79
"GK","S. ROMERO","MANCHESTER UNITED","ARGENTINA",192,87,33,"C",79
"LWF","Y. GERVINHO","PARMA","CÔTE D'IVOIRE",179,68,33,"C",79
"GK","M. GÜNOK","ISTANBUL BASAKSEHIR","TURKEY",196,92,31,"E",79
"CF","C. STUANI","GIRONA R","URUGUAY",186,77,34,"C",79
"CF","M. BALOTELLI","BRESCIA BA","ITALY",189,88,30,"C",79
